product_id,Product Name,Actual Avg Weekly Sales,Prophet MAE,Prophet MAPE (%),Prophet Forecast (1w),Prophet Forecast (2w),SARIMAX MAE,SARIMAX MAPE (%),SARIMAX Forecast (1w),SARIMAX Forecast (2w)
11ef9fa9e8ceb38cafcc0acdfb026a8f,Innocent Bystander Yarra Valley Syrah 750Ml,0.01,0.17,397180085901979.2,0.0,0.0,0.17,901338741274646.5,-0.0,0.0
11ef9fa9e8a73c948e2e0acdfb026a8f,Lotte Chum Churum Soonhari Peach Soju Bt 360 20Pk,0.03,0.03,370165484405174.44,-0.0,-0.01,0.04,1.0380105362028842e+16,0.01,0.05
11ef9fa9e84a77f2b0350acdfb026a8f,Jacobs Creek Chardonnay Pinot Noir 750Ml Bottle,0.17,0.16,3.621767118543847e+16,0.14,0.29,0.17,6.436574239960213e+16,0.32,0.6
11ef9fa9e889312cb1aa0acdfb026a8f,Marlboro 20S Ice Blast 10Pk,0.01,0.1,414648575142367.9,0.0,0.01,0.1,3070737602553638.5,0.01,0.04
11ef9fa9e87f96c6822d0acdfb026a8f,Taylors Estate Pinot Noir Rose 750Ml,0.04,0.42,6911321255679562.0,0.04,0.09,0.41,1.257016220144636e+16,0.03,0.11
11ef9fa9e8755ad09fb20acdfb026a8f,De Bortoli Kv Prosecco Rose 750Ml,0.14,0.09,1994171713576465.2,-0.02,-0.04,0.1,3.4692067222512764e+16,0.11,0.23
11ef9fa9e87f62509a990acdfb026a8f,Banrock Station Moscato Pink 1L,0.04,0.1,2884671882417837.5,-0.02,-0.04,0.09,7103031199188419.0,0.03,0.07
11ef9fa9e87f832aad630acdfb026a8f,The Coldstream Guard Pinot Noir 750Ml,0.0,0.08,427045997835412.6,0.0,0.01,0.08,415512275308734.56,0.02,0.03
11ef9fa9e893711ea26f0acdfb026a8f,Les Peyrautins Chardonnay 750Ml,0.01,0.05,1014295340162950.2,-0.0,-0.01,0.04,694969527635144.0,0.0,0.01
11ef9fa9e86b2baab90a0acdfb026a8f,White Claw Refresh Lime Seltz Cn,0.08,0.28,6571403796891414.0,-0.03,-0.06,0.25,1.2750134029520854e+16,0.0,0.07
11ef9fa9e86b8b729bf40acdfb026a8f,Malibu And Passionfruit Cn,0.01,0.02,9304831548700234.0,-0.02,-0.05,0.01,3376419817343054.5,0.0,-0.0
11ef9fa9e8f7cdbc8a640acdfb026a8f,Jameson Cola 4.8% Can 330Ml,0.8,0.4,31.23,0.81,1.64,0.39,33.93,1.14,2.4
11ef9fa9e8617556a4920acdfb026a8f,Wild Turkey & Cola 101 Zero 6.5% Can 375Ml 3x10pk,12.51,7.76,1041.65,6.4,12.95,6.54,1384.24,13.32,26.7
11ef9fa9e8bb526a85e50acdfb026a8f,Rameau D'or Provence Rose,0.01,0.05,1402860567796072.5,-0.01,-0.01,0.04,119078815728035.06,-0.01,-0.0
11ef9fa9e8ed76be89e20acdfb026a8f,Aromantiques Chardonnay 750Ml 6Pk,0.01,0.17,1198939974398782.5,-0.0,-0.01,0.17,2872003883964126.0,-0.02,-0.01
11ef9fa9e8933cdaa97f0acdfb026a8f,Pizzini Pinot Grigio 750Ml,0.03,0.04,5043585044637679.0,0.02,0.04,0.04,1.1752210933936864e+16,0.03,0.08
11ef9fa9e87f3e2e9e100acdfb026a8f,Wynns Coonawarra Shiraz 750Ml,0.07,0.08,882279113320617.8,-0.0,-0.01,0.08,1.507899691857344e+16,0.07,0.14
11ef9fa9e856ab30958b0acdfb026a8f,Oyster Bay Chardonnay 750ml,0.3,0.08,2973460465607020.0,-0.02,-0.04,0.16,6.232798045274686e+16,0.3,0.58
11ef9fa9e8568452ad260acdfb026a8f,Licor 43 700Ml,0.01,0.08,23027115713476.99,0.0,0.0,0.08,921852436610309.0,0.0,0.01
11ef9fa9e8934a36a55d0acdfb026a8f,Jps+ 20S Crushball Gold 10Pk,0.01,0.3,2464038524718128.0,0.02,0.05,0.3,4790864991419410.0,-0.02,0.04
11ef9fa9e8614cb6bca00acdfb026a8f,Bond Seven Whisky 700Ml,0.05,0.08,1.3458796527661712e+16,0.06,0.12,0.08,2.309243838518258e+16,0.1,0.2
11ef9fa9e8c4cdea93140acdfb026a8f,Red Rock Deli Honey Soy Chicken 90G,0.05,0.17,2774529461760982.5,0.01,0.03,0.16,1.314102505683404e+16,0.03,0.09
11ef9fa9e87f346aad840acdfb026a8f,Yalumba Galway Shiraz 750Ml,0.01,0.08,3310291710738161.5,0.02,0.03,0.08,3660825867135122.5,0.02,0.05
11ef9fa9e87f7c18ae040acdfb026a8f,Tread Softly Sauvignon Blanc 750Ml,0.06,0.17,794137836797460.0,-0.0,-0.01,0.16,9702580921018410.0,0.05,0.11
11ef9fa9e8755b8eacf30acdfb026a8f,De Bortoli Scared Hill Brut 750Ml,0.04,0.5,2123600783161015.2,0.02,0.03,0.5,1.4633641588907316e+16,-0.01,0.03
11efb36e07ab7a5686c00205d53ad2d7,Hop Nation Fiend IPA 5.4% Can 16pk,0.02,0.17,7887531841524666.0,-0.03,-0.06,0.13,1024851909603733.2,0.04,0.13
11ef9fa9e856eb049f5d0acdfb026a8f,Taylors Estate Chardonnay 750Ml,0.37,0.62,4.207262400573477e+16,-0.18,-0.4,0.22,4.721076893456113e+16,0.16,0.17
11ef9fa9e8a75cd8a1960acdfb026a8f,Suntory Strong Zero Apple 9% 350Ml 24Pk,0.0,0.04,398531332119655.8,0.0,0.01,0.04,882173529705655.6,0.0,0.01
11ef9fa9e8e2d5e29fe40acdfb026a8f,Hop Nation The Chop Ipa Can 355Ml 16Pk,0.04,0.14,3865046833053446.0,-0.02,-0.03,0.12,4794181936957802.0,0.02,0.04
11ef9fa9e8f76106a6af0acdfb026a8f,Breheny Brothers Superior Stout,0.02,0.04,453547824610492.7,-0.0,-0.01,0.05,1412238118191303.8,-0.01,0.01
11ef9fa9e8a7323a876d0acdfb026a8f,Grant Burge Miamba Shiraz 750Ml,0.03,0.1,3556458489507919.0,-0.01,-0.03,0.09,4606035173795598.0,0.01,0.03
11ef9fa9e87f4e50b0d50acdfb026a8f,Vok C/Tl Cosmo Rts 2L,0.01,0.13,983016911384606.9,-0.0,-0.0,0.13,101278934497430.28,0.01,0.02
11ef9fa9e8a72d628e6b0acdfb026a8f,Grant Burge 5Th Generation Merlot 750Ml,0.01,0.09,711742399134673.6,-0.0,-0.0,0.08,392587033184732.25,0.0,0.01
11ef9fa9e8a741e4a84c0acdfb026a8f,Muhak Good Day Green Grape Soju Bt 360Ml 20Pk,0.13,0.2,3.85549022621313e+16,-0.18,-0.38,0.09,1.0744733334517446e+16,-0.11,-0.18
11ef9fa9e8a745c2af560acdfb026a8f,Muhak Good Day Tropical Soju Bt 360Ml 20Pk,0.02,0.05,4963973973802845.0,-0.03,-0.07,0.02,863092233261222.1,-0.0,-0.01
11ef9fa9e8b19644be960acdfb026a8f,Smirnoff Lime & Soda Can 330Ml 24Pk,0.02,0.09,1602809634482801.2,-0.0,-0.01,0.09,476174901597122.9,0.0,0.05
11ef9fa9e86b8c2692830acdfb026a8f,Four Pillars Shiraz Gin,0.01,0.08,778230265763370.8,0.0,0.01,0.09,3867874236820815.0,0.01,0.04
11ef9fa9e8f7bbce89300acdfb026a8f,Suntory Strong Zero Pineapple Lemon 6% 350Ml 24Pk,0.01,0.02,675961110927177.6,-0.0,-0.01,0.02,675091350930796.0,0.0,0.0
11ef9fa9e8ed19c6b5ba0acdfb026a8f,Ampersand Pink Gin & Soda Can 4% 330Ml,0.02,0.14,2799673283276998.5,-0.01,-0.02,0.14,5505336050619600.0,-0.01,0.01
11ef9fa9e8f78050ba470acdfb026a8f,Hendricks Lunar Gin 43.4%700Ml,0.01,0.09,1941106000133859.0,-0.01,-0.01,0.08,851512127267964.5,-0.01,-0.0
11ef9fa9e86af7e8aaeb0acdfb026a8f,Carlton Zero Bt,0.14,0.46,1.975836728948594e+16,-0.1,-0.2,0.4,1.593663354231906e+16,-0.05,-0.03
11ef9fa9e8e2fc8494050acdfb026a8f,Brookvale Union Vodka Tropical Punch Can 330Ml,0.05,0.12,7149683815533239.0,-0.04,-0.07,0.09,5094159128954703.0,-0.01,0.01
11efb38c9e7407329866026bcf34787f,Meditrina Claire Valley  Fiano 750ml Bottle,0.01,0.09,2286705057865672.0,-0.01,-0.02,0.09,1440138627700534.8,-0.0,-0.0
11ef9fa9e8e2d312990a0acdfb026a8f,Bundaberg Lemon Squash Can 375Ml 24Pk,0.02,0.09,1945534018434964.8,-0.01,-0.02,0.07,1119480669592087.8,-0.01,-0.0
11ef9fa9e8f7c7369f7c0acdfb026a8f,Suntory -196 Mixed 30Pk 330mL,2.82,6.04,288.31,-3.72,-7.51,0.93,44.46,0.54,1.57
11ef9fa9e85680b0814c0acdfb026a8f,Kahlua Mexican Liqueur 700Ml,0.05,0.17,5214819200373852.0,0.02,0.05,0.18,1.979242047307318e+16,0.05,0.12
11ef9fa9e87f3dd48c000acdfb026a8f,Wynns Coonawarra Siding Cabernet Sauvignon 750Ml,0.03,0.17,3602927102790254.5,0.02,0.04,0.18,1.2594321367414102e+16,0.02,0.07
11ef9fa9e8619eaa9b740acdfb026a8f,Bearded Lady 10% Cn,1.45,0.61,1038.86,0.57,1.16,1.09,1776.43,0.93,2.02
11ef9fa9e8f78b36ae290acdfb026a8f,Bright Brewery S'mores Imperial Milk Stout 10% 440M,0.0,0.04,796846413282660.8,-0.0,-0.0,0.03,396656937777850.0,0.0,0.0
11ef9fa9e8f7841097d60acdfb026a8f,Menabrea Birra Bottle 330mL 24Pk,0.04,0.29,532847156901198.25,0.01,0.03,0.33,2.080887252879559e+16,0.01,0.06
11ef9fa9e8f7dabebcd30acdfb026a8f,Teremana Tequila Blanco 40% 700Ml,0.0,0.08,584600409109430.0,0.01,0.02,0.08,1362434291137010.5,0.02,0.05
11ef9fa9e85694b0ae490acdfb026a8f,Malibu 700Ml,0.08,0.08,9358159608395446.0,0.03,0.07,0.08,2.231624102511928e+16,0.09,0.2
11ef9fa9e8e2cb7e8ecc0acdfb026a8f,Taylors Promised Land Rose 750Ml,0.02,0.1,3545032180996170.5,-0.02,-0.03,0.09,698563820810155.4,0.01,0.02
11ef9fa9e86b78e49a090acdfb026a8f,Little Creatures Pale Ale Cn 375Ml 16Pk,1.95,2.19,216.68,-0.94,-1.89,1.09,143.13,1.43,2.21
11efb386ba950cb48b950205d53ad2d7,Bright Brewery Rasberry Disco Midwest Sour Can 355ml 24pk,0.03,0.12,4392485388056400.0,0.03,0.07,0.13,8900782328143761.0,0.08,0.12
11ef9fa9e8d93a46a3520acdfb026a8f,Hardys Vr Sauvignon Blanc 3L,0.09,0.25,1361067882265221.2,0.0,0.01,0.26,2.119001957884127e+16,0.05,0.14
11ef9fa9e892f3a6945f0acdfb026a8f,Houghton Stripe White Classic 750Ml,0.05,0.08,5424204074729078.0,0.02,0.04,0.07,1.6086428281685506e+16,0.07,0.13
11ef9fa9e8a73be0b52f0acdfb026a8f,Lotte Chum Churum Blueberry Soju 360Ml 20Pk,0.03,0.03,629375912551730.1,-0.0,-0.0,0.02,7066464005444702.0,0.03,0.06
11ef9fa9e8935f9498fd0acdfb026a8f,Mud House Marlborough Pinot Gris 750Ml,0.04,0.08,1520018780382691.5,0.01,0.01,0.08,8240192316979308.0,0.05,0.08
11ef9fa9e856b846a2750acdfb026a8f,Powerade Berry Ice Bt 600Ml,0.06,0.05,1044555644159373.2,-0.01,-0.02,0.04,1.0141747626612466e+16,0.07,0.13
11ef9fa9e89342ac9a260acdfb026a8f,Penfolds Maxs Chardonnay 750Ml,0.03,0.33,1561988633272306.5,0.02,0.03,0.33,7542862044797239.0,-0.03,0.02
11ef9fa9e8b1414e82bd0acdfb026a8f,Wolf Blass Zero Alcohol Sparkling Cuvee 750Ml,0.0,0.09,959682887599080.2,-0.0,-0.0,0.08,507600820743638.9,0.0,0.0
11ef9fa9e89d0f808deb0acdfb026a8f,Peter Lehmann S/Well Shz 750Ml,0.0,0.09,699350090521974.4,0.0,0.0,0.08,308057012770013.25,0.0,0.01
11ef9fa9e8751f0cb0430acdfb026a8f,Victoria Bitter 375Ml Can 10Pk,3.24,4.66,716.02,-3.65,-7.37,1.06,240.43,0.95,2.38
11ef9fa9e89d8db6aa3a0acdfb026a8f,Famous Grouse Scotch Whisky 700Ml,0.07,0.08,2384317779891722.0,0.01,0.01,0.08,1.6932546060746788e+16,0.09,0.15
11ef9fa9e8bb67c8895b0acdfb026a8f,Hope Lemon Lime Sour 3.7% Can 375Ml,0.05,0.51,1215.56,-0.02,-0.04,0.04,100.0,0.07,0.18
11ef9fa9e89d5fb2b9d80acdfb026a8f,Patron Anejo 700Ml 6Pk,0.02,0.17,1475255505305542.0,0.01,0.02,0.17,4019115446164601.0,0.0,0.04
11ef9fa9e8b12f06b31b0acdfb026a8f,Plus & Minus 0% Pinot Grigio 750Ml,0.01,0.09,756480967290667.2,-0.0,-0.01,0.08,539584281901499.25,0.0,0.01
11ef9fa9e86b0aeea2d70acdfb026a8f,Pepperjack Malbec 750Ml 6Pk,0.02,0.08,2201384980309560.2,0.01,0.02,0.08,5337671624695148.0,0.02,0.05
11ef9fa9e8e2b8fa98770acdfb026a8f,Tatachilla White Admiral Sauvignon Blanc 750Ml,0.01,0.08,2115608974545945.0,0.01,0.02,0.09,6702952193120426.0,0.02,0.04
11ef9fa9e8cf27cc911a0acdfb026a8f,De Bortoli Re Write Chardonnay 750Ml,0.01,0.09,1397385984520136.8,-0.0,-0.0,0.08,74613397442192.66,0.02,0.04
11ef9fa9e87f61f6a0870acdfb026a8f,Banrock Station Moscato 1L,0.06,0.17,1199161344452521.0,0.0,0.0,0.18,1.4369841080263488e+16,0.07,0.1
11ef9fa9e8e3321cae8b0acdfb026a8f,Olmeca Altos Lime Margarita Can 330Ml,0.02,0.1,2738720551843202.5,-0.01,-0.02,0.08,1253611452675565.5,-0.01,-0.01
11ef9fa9e856a60887670acdfb026a8f,Mumm Cordon Rouge Nv,0.03,0.17,3614481133411574.0,0.02,0.04,0.17,1.253179681125954e+16,0.06,0.12
11ef9fa9e8a72b9682350acdfb026a8f,Giesen Estate Merlot 750Ml,0.0,0.04,92420809295092.12,0.0,0.0,0.04,973041990026360.4,0.0,0.01
11ef9fa9e86161d8b8300acdfb026a8f,Gordons Pink & Soda Btl 330Ml,0.12,0.09,1886355547240868.0,-0.02,-0.03,0.11,2.7874959252318896e+16,0.08,0.2
11ef9fa9e888e1b8b9dc0acdfb026a8f,Taylor Made Pinot Noir Rose 750Ml,0.04,0.26,1674980164132504.0,-0.01,-0.01,0.26,9240198136912876.0,-0.01,0.02
11ef9fa9e8c50a0885c50acdfb026a8f,Taylors Jaraman Sauvignon Blanc 750Ml,0.02,0.25,2999608551196572.5,0.02,0.03,0.25,6740701311589827.0,0.04,0.11
11ef9fa9e8bb51fc8d240acdfb026a8f,De Bortoli La Boheme Act 2 Rose,0.02,0.08,2104125927501153.0,0.01,0.02,0.08,5485278899208438.0,0.02,0.04
11ef9fa9e856b0bc93800acdfb026a8f,Penfolds Club Port,0.04,0.08,3711990442616975.0,0.01,0.02,0.09,1.0935653123387546e+16,0.03,0.08
11ef9fa9e888ea00bda50acdfb026a8f,Wirra Wirra Mrs Wigley Rose 750Ml,0.02,0.1,3538415438120081.0,-0.02,-0.03,0.09,2441837821938720.5,-0.01,-0.01
11ef9fa9e875509e92930acdfb026a8f,Billecart Salmon Brut Reserve 750Ml,0.0,0.09,930057718142892.0,-0.0,-0.0,0.09,566713130365788.8,-0.0,0.0
11ef9fa9e8f7522ebabe0acdfb026a8f,Brick Lane Nitro Cola Can 330Ml 16Pk,0.01,0.14,2696185265158476.5,-0.01,-0.02,0.13,418982076914647.2,0.0,0.0
11ef9fa9e856eaaa949d0acdfb026a8f,Taylors Estate Cabernet Sauvignon 750Ml,0.48,2.64,1.0999613146619376e+16,-0.02,-0.05,2.59,1.178390340440443e+17,0.08,0.38
11ef9fa9e8f7bc1e9a600acdfb026a8f,Suntory Strong Zero Green Apple 9% Can 500Ml 24Pk,0.01,0.02,592817913292736.9,-0.0,-0.01,0.02,1085450879083688.6,-0.0,0.0
11ef9fa9e87f09f49e4a0acdfb026a8f,Yves Premium Cuvee 750Ml,0.03,0.08,2896455307504799.0,0.01,0.02,0.08,9695773149870206.0,0.06,0.1
11ef9fa9e892df7eb8560acdfb026a8f,Taylors Jaraman Chardonnay 375Ml,0.0,0.04,629848073638672.0,-0.0,-0.0,0.04,153849424063309.88,0.0,0.01
11ef9fa9e87efe969f390acdfb026a8f,Banrock Station Chardonnay 1L,0.03,0.08,1128096429168145.2,0.0,0.01,0.1,1.209938020668701e+16,0.02,0.06
11ef9fa9e84a18de97960acdfb026a8f,Carlsberg Green Bt 330Ml,1.54,1.06,59.02,0.11,0.22,1.1,219.66,1.35,3.3
11ef9fa9e8e2b396965c0acdfb026a8f,Nericon Shiraz 750Ml,0.03,0.09,1.0598343188439678e+16,-0.05,-0.11,0.05,503919865989926.25,-0.02,-0.02
11ef9fa9e8a79bdaae420acdfb026a8f,Suntory Strong Zero 9% Double Grapefruit Cocktail,0.02,0.7,1.4484440237770482e+16,0.11,0.22,0.72,2.400494234327711e+16,0.1,0.36
11ef9fa9e8567ebcba9b0acdfb026a8f,Jps 20S Red 10pk,0.01,0.06,1206630970612205.8,-0.01,-0.01,0.05,1371612011477324.2,0.01,0.03
11ef9fa9e8b11eee89780acdfb026a8f,Heaps Normal Another Lager Can 375Ml,0.02,0.02,310766659346719.56,-0.0,-0.01,0.02,4121313757420846.0,0.02,0.05
11ef9fa9e8baff1881b60acdfb026a8f,Hop Nation Melbourne Fog Hazy Pale 4.8% Can 355Ml,0.02,0.12,559503284595683.9,0.0,0.0,0.13,5775364407405916.0,0.01,0.04
11ef9fa9e8e325f6a5870acdfb026a8f,James Squire 150 Lash Pale Ale Bt 24PK 330M,0.08,0.62,1791370722740355.8,0.01,0.01,0.67,3.2291081531191588e+16,-0.02,0.08
11ef9fa9e8756228a12d0acdfb026a8f,Grant Burge Pinot Chard Nv 200Ml,0.07,0.31,450.16,0.04,0.1,0.04,33.33,0.18,0.32
11ef9fa9e8a73a148bec0acdfb026a8f,Kook Soon Dang Rice Wine Banana 750Ml 12Pk,0.02,0.17,1136878739366230.0,-0.0,-0.0,0.17,1640991709206506.0,-0.01,0.0
11ef9fa9e8a718d681010acdfb026a8f,De Bortoli Woodfired Cabernet Sauvignon 750Ml,0.04,0.42,1635512582604371.5,0.02,0.04,0.4,6796017656052144.0,-0.01,0.05
11ef9fa9e86b0986868d0acdfb026a8f,The Drover Shiraz 750Ml,0.01,0.09,2267266247106083.5,-0.01,-0.02,0.09,2608539267154276.5,-0.01,-0.0
11ef9fa9e8bafebeb0d80acdfb026a8f,Hop Nation J.Juice Hazy Ipa 7.1% Can 355Ml,0.11,0.38,1973345657844241.5,-0.01,-0.02,0.37,1.992284709462566e+16,0.05,0.13
11ef9fa9e86b6a52babd0acdfb026a8f,Great Northern Zero Bt,0.22,0.49,2.2133999408149824e+16,0.08,0.16,0.49,7.097701509145842e+16,0.19,0.47
11ef9fa9e87f27a4bc8d0acdfb026a8f,Yalumba Y Series Cabernet Sauvignon 750Ml,0.05,0.21,5664764565684139.0,0.02,0.04,0.21,1.823697842195708e+16,0.07,0.14
11efb1fc57a0aaae90d502134caa4f9f,Balter Hazy IPA Pint,24.45,9.13,61.42,-2.64,-5.29,21.41,811.27,20.05,41.19
11efb38657300bf6b2c10205d53ad2d7,Bright Brewery Big Jolly Boi West Coast Pils 2024 Can 16pk 440ml,0.01,0.25,377094736759435.4,0.01,0.03,0.25,3141738074317149.0,-0.05,-0.02
11ef9fa9e87ef52cad590acdfb026a8f,T'gallant Sparkling Prosecco 750Ml,0.02,0.1,3318350367692895.5,-0.01,-0.03,0.08,1336725549955160.2,-0.01,0.0
11ef9fa9e8f7ec5c9c350acdfb026a8f,Pure Blonde Cider B330ml,0.13,0.16,7709159785144714.0,-0.04,-0.08,0.14,2.7457769265168676e+16,0.09,0.17
11ef9fa9e8e30670809c0acdfb026a8f,Killer Sprocket Amber Ale Can 375Ml,0.02,0.1,3455437721545254.5,-0.01,-0.03,0.08,1403952802706593.8,-0.01,-0.01
11ef9fa9e8a70760975c0acdfb026a8f,Brown Brothers Origins Shiraz 750ml,0.01,0.09,743696266120989.1,-0.0,-0.0,0.08,621391270413957.8,0.0,0.01
11ef9fa9e8570d96bd560acdfb026a8f,Woodford Reserve Bourbon 700Ml,0.05,0.17,3609190116068747.5,0.02,0.03,0.16,1.380051591458223e+16,0.03,0.08
11ef9fa9e889608497930acdfb026a8f,Twin Islands Sauvignon Blanc 750Ml,0.01,0.04,306895905922889.4,0.0,0.01,0.04,1765185207504088.2,0.0,0.01
11ef9fa9e86b66babd830acdfb026a8f,Wet Pussy 700Ml Btl,0.07,0.25,2813224954523827.0,0.01,0.02,0.22,1.4336595441839528e+16,0.02,0.1
11ef9fa9e84a0e7a918b0acdfb026a8f,Bundaberg Rum Up 1L,0.62,0.26,30.16,0.56,1.12,0.31,56.5,0.83,1.76
11ef9fa9e87f053ab2e90acdfb026a8f,Yarra Burn Premium Cuvee 750Ml,0.06,0.17,1248995684511972.8,0.01,0.03,0.19,1.0839781697742514e+16,0.03,0.11
11ef9fa9e84a5a2ea5fc0acdfb026a8f,Gossips Sauvignon Blanc 750Ml,58.86,23.36,190.48,-22.35,-45.05,42.86,353.31,18.52,90.38
11ef9fa9e87f11429c940acdfb026a8f,Berri Estates Fresh Dry White Cask 5L,15.95,22.56,143.17,-3.47,-6.98,12.4,83.62,19.16,37.67
11ef9fa9e84a5862812c0acdfb026a8f,Gossips Chardonnay 750Ml,80.37,91.28,358.82,-45.68,-92.15,8.86,72.32,61.96,123.65
11ef9fa9e84a5920813d0acdfb026a8f,Gossips Merlot 750Ml,3.88,5.06,2.0132924451377926e+17,0.76,1.54,6.68,1.3279416174572503e+18,2.17,10.0
11ef9fa9e84a59d4a8d90acdfb026a8f,Gossips Rose 750Ml,23.09,43.13,760.49,-38.49,-77.72,15.1,285.93,-5.87,-2.77
11ef9fa9e8f7b43aa95b0acdfb026a8f,Gossips NV Brut Cuvee 750Ml,0.04,0.3,1.0721118373058382e+16,-0.05,-0.1,0.25,453996023733387.9,-0.03,0.0
11ef9fa9e8ed284495fe0acdfb026a8f,Hachii Super Freeze Vodka Soda Mandarin 9% 350Ml,0.05,0.16,1.216547366845249e+16,-0.05,-0.11,0.11,1.055330447508859e+16,0.05,0.1
11ef9fa9e84a6eec9dfc0acdfb026a8f,Jack Daniels & Cola Can 375Ml 24Pk,14.72,18.64,143.64,-5.72,-11.53,2.09,15.4,13.63,21.51
11ef9fa9e857037885250acdfb026a8f,Wild Turkey Cola 101 6.5% Can 2X12pk,1.11,0.5,1.4103706907438946e+16,-0.1,-0.22,1.09,2.2047303207108726e+17,1.33,2.26
11ef9fa9e856f90085fd0acdfb026a8f,Upside Down Marlborough Sauvignon Blanc 750Ml,3.61,14.18,131.29,-1.23,-2.48,7.22,66.3,7.63,14.77
11ef9fa9e84a597a84e20acdfb026a8f,Gossips Pinot Grigio 750Ml,1.4,2.99,1.0889912622462715e+17,-0.46,-0.94,2.73,1.1061532556603733e+17,2.29,3.01
11ef9fa9e84a5c9aa0360acdfb026a8f,Gossips Sweet Lips Pink Moscato 750Ml,37.76,80.65,877.45,-56.56,-114.15,27.82,208.57,5.33,30.92
11ef9fa9e8613f008b2f0acdfb026a8f,Moet & Chandon Imperial Brut,0.56,1.25,1.6580733189691635e+17,-0.75,-1.54,1.21,1.8629106490425597e+17,-0.57,-1.1
11ef9fa9e85688ee92b50acdfb026a8f,Little Creatures White Rabbit White Ale Bottle 330Ml,1.38,2.36,4.112611661278371e+17,-1.98,-4.03,0.93,1.1649872141762915e+17,-0.96,-1.79
11efb136ad77d964800c06c6f745c1e3,Peroni Nastro Azzurro Btl Loose 12pk,1.93,3.39,4.716755560536959e+17,-2.22,-4.54,1.24,2431252427278490.5,-0.42,-0.51
11ef9fa9e8f7871cadae0acdfb026a8f,Balter Cerveza Can 375Ml 24Pk (Passed Date),17.25,1.99,64.57,-26.08,-58.38,15.0,46.88,24.0,17.0
11ef9fa9e8ed397ea6a10acdfb026a8f,Howler Head & Cola 6% 330Ml,0.01,0.02,448743457037123.06,-0.0,-0.01,0.02,865456892087649.0,0.01,0.02
11ef9fa9e856f522ace40acdfb026a8f,UDL Ouzo & Cola Can 375Ml 24Pk,1.45,4.05,187.31,-1.39,-2.8,1.46,59.91,0.97,2.14
11ef9fa9e856f5e0aee00acdfb026a8f,UDL Vodka & Orange Can 375Ml 24Pk,0.05,0.2,1.0963919413183124e+16,-0.05,-0.11,0.15,2978007377681972.5,-0.02,-0.01
11ef9fa9e856b22491160acdfb026a8f,Pepperjack Barossa Cabernet Sauvignon 750Ml,5.7,1.56,45.4,0.58,1.18,3.05,204.47,3.89,6.59
11ef9fa9e8f7e414bce40acdfb026a8f,Chamisul Green Grape Soju 360ml,0.22,0.5,2.5836523727990764e+16,0.06,0.11,0.53,7.407817519322096e+16,0.29,0.76
11ef9fa9e8c4eafa80150acdfb026a8f,Plastic Ring Box,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11ef9fa9e8f76e76be310acdfb026a8f,3099 Salt & Vinegar Jerky 50G,1.91,0.6,2.2686782813468956e+16,-0.21,-0.44,1.22,4.297107210437174e+17,1.69,3.89
11ef9fa9e8ff776ab3530acdfb026a8f,Hahn Ultra Low Carb Bottle (Short Date),1.31,2.12,2.331182714940833e+17,-1.35,-2.9,2.23,2.69542666932752e+17,-1.11,-0.21
11ef9fa9e89345ea97730acdfb026a8f,Bond Street 20S Blue Classic 10Pk,0.03,0.01,5706486837569376.0,-0.02,-0.04,0.01,6078019849312372.0,0.02,0.03
11ef9fa9e8570bc0bb4f0acdfb026a8f,Winfield 25S Flow Filter Sky Blue,0.04,0.12,3860703492464191.5,0.02,0.04,0.13,9788485614878648.0,0.05,0.12
11ef9fa9e86b1598a1950acdfb026a8f,Bundaberg Up & Zero 4.6% 10Pk 375Ml,0.11,0.45,3393361363481336.5,0.02,0.04,0.44,2.4887877590611964e+16,0.05,0.18
11ef9fa9e8a77bc8859f0acdfb026a8f,Strongbow Low Carb Can 375Ml 30Pk,3.67,1.35,34.56,0.94,1.9,1.98,130.37,2.34,4.27
11ef9fa9e8bb5d14bfca0acdfb026a8f,Haig Extra & Cola 6.5% Can 375mL 24pk,0.24,0.09,2.260290831836928e+16,0.06,0.1,0.34,1.0195310582320693e+17,0.26,0.57
11ef9fa9e86b4298bef00acdfb026a8f,Makers Mark 46 Bourbon 700Ml,0.02,0.09,2115844254723431.2,-0.01,-0.01,0.08,394877719609507.3,-0.0,0.01
11ef9fa9e86b24169f790acdfb026a8f,Good Tides Hard Seltzer Sparkling Water & Raspberry,0.04,0.08,7902092832636564.0,0.03,0.07,0.09,1.7591385486414428e+16,0.07,0.14
11ef9fa9e89d2b46bf810acdfb026a8f,Penfolds B128 Shiraz 2018 750Ml,0.0,0.08,105611897936700.81,0.0,0.01,0.08,332577675479050.6,0.01,0.03
11ef9fa9e856ddbca21b0acdfb026a8f,Somersby Blackberry Cider Bt 330Ml 24Pk,0.04,0.09,1139103430513588.8,-0.01,-0.01,0.08,4993065541648181.0,0.03,0.07
11ef9fa9e849e8dc98b40acdfb026a8f,Bacardi Carta Gold 700Ml,0.0,0.09,570040509138163.0,-0.0,-0.0,0.08,49600336653486.95,-0.0,0.0
11ef9fa9e8d8ef9699780acdfb026a8f,Francesco Reserve Shiraz 750Ml,0.0,0.08,272963648841591.75,0.0,0.01,0.08,351001347062750.75,0.01,0.02
