uuid,client_id,first_name,last_name,code,company,business_number,birthday,gender,allow_marketing_emails,billing_contact_id,delivery_contact_id,invoice_message,comments,loyalty,loyalty_rate,loyalty_points,disable_promotions,require_order_reference,account_limit,current_owing,override_customer_group,merged_into,created_at,updated_at,billing_uuid,billing_address_street_1,billing_address_street_2,billing_address_suburb,billing_address_city,billing_address_postcode,billing_address_state,billing_address_country,billing_email,billing_fax,billing_phone,billing_mobile,billing_website,billing_twitter,billing_facebook,delivery_uuid,delivery_address_street_1,delivery_address_street_2,delivery_address_suburb,delivery_address_city,delivery_address_postcode,delivery_address_state,delivery_address_country,delivery_email,delivery_fax,delivery_phone,delivery_mobile,delivery_website,delivery_twitter,delivery_facebook,last_purchase_date,customer_group,customer_group_name,pricelist_uuid,pricelist_name
11ef9fa9f70ea3b299a60acdfb026a8f,,"Mitchell Gray",,0422361188,,,,,,11ef9fa9e7940652b27a0acdfb026a8f,11ef9fa9e7fff1b4b8570acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940652b27a0acdfb026a8f,," ",,,,,,,,0422361188,0422361188,,,,11ef9fa9e7fff1b4b8570acdfb026a8f,," ",,,,,,,,0422361188,0422361188,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea402bbef0acdfb026a8f,,"Rajbir Singh",,0470072111,,,,,,11ef9fa9e79406acab8f0acdfb026a8f,11ef9fa9e7fff204a02d0acdfb026a8f,,,TRUE,0,72,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79406acab8f0acdfb026a8f,," ",,,,,,,,0470072111,0470072111,,,,11ef9fa9e7fff204a02d0acdfb026a8f,," ",,,,,,,,0470072111,0470072111,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea45c8ff10acdfb026a8f,,"Nick Arundell",,0419524776,,,,,,11ef9fa9e79407068f060acdfb026a8f,11ef9fa9e7fff25ebcb60acdfb026a8f,,,TRUE,0,53,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79407068f060acdfb026a8f,," ",,,,,,,,0419524776,0419524776,,,,11ef9fa9e7fff25ebcb60acdfb026a8f,," ",,,,,,,,0419524776,0419524776,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea4b68ce60acdfb026a8f,,"Jacinta Blakeborough",,0417593856,,,,,,11ef9fa9e794076085960acdfb026a8f,11ef9fa9e7fff2ae8e0c0acdfb026a8f,,,TRUE,0,20,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e794076085960acdfb026a8f,," ",,,,,,,,0417593856,0417593856,,,,11ef9fa9e7fff2ae8e0c0acdfb026a8f,," ",,,,,,,,0417593856,0417593856,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea51aabe10acdfb026a8f,,"Lewis Portelli",,0411377869,,,,,,11ef9fa9e79407b084fb0acdfb026a8f,11ef9fa9e7fff30887560acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79407b084fb0acdfb026a8f,," ",,,,,,,,0411377869,0411377869,,,,11ef9fa9e7fff30887560acdfb026a8f,," ",,,,,,,,0411377869,0411377869,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea5749d660acdfb026a8f,,"Nick Cornwill",,0400441805,,,,,,11ef9fa9e79408148ede0acdfb026a8f,11ef9fa9e7fff362b3380acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79408148ede0acdfb026a8f,," ",,,,,,,,0400441805,0400441805,,,,11ef9fa9e7fff362b3380acdfb026a8f,," ",,,,,,,,0400441805,0400441805,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea5ce8f700acdfb026a8f,,"Tamara Vaughan",,0432174003,,,,,,11ef9fa9e794086ea1f20acdfb026a8f,11ef9fa9e7fff3b29cd30acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e794086ea1f20acdfb026a8f,," ",,,,,,,,0432174003,0432174003,,,,11ef9fa9e7fff3b29cd30acdfb026a8f,," ",,,,,,,,0432174003,0432174003,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea63298020acdfb026a8f,,"Andrew Keenan",,0417015956,,,,,,11ef9fa9e79408c8922f0acdfb026a8f,11ef9fa9e7fff40c892b0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79408c8922f0acdfb026a8f,," ",,,,,,,,0417015956,0417015956,,,,11ef9fa9e7fff40c892b0acdfb026a8f,," ",,,,,,,,0417015956,0417015956,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea68c80560acdfb026a8f,,"Luke Briggs",,0407363013,,,,,,11ef9fa9e7940922a4c60acdfb026a8f,11ef9fa9e7fff45ca8b80acdfb026a8f,,,TRUE,0,45.99,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940922a4c60acdfb026a8f,," ",,,,,,,,0407363013,0407363013,,,,11ef9fa9e7fff45ca8b80acdfb026a8f,," ",,,,,,,,0407363013,0407363013,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea6e696d70acdfb026a8f,,"Aliana Cornwill",,0439821490,,,,,,11ef9fa9e794097c9c360acdfb026a8f,11ef9fa9e7fff4b69b0b0acdfb026a8f,,,TRUE,0,164.97,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-07-22T06:02:42.000000Z,11ef9fa9e794097c9c360acdfb026a8f,," ",,,,,,,,0439821490,0439821490,,,,11ef9fa9e7fff4b69b0b0acdfb026a8f,," ",,,,,,,,0439821490,0439821490,,,,"2025-07-22 06:02:43",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea740bb0c0acdfb026a8f,,"Fiona Czyzewski",,0430738329,,,,,,11ef9fa9e79409d69de70acdfb026a8f,11ef9fa9e7fff510b3540acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79409d69de70acdfb026a8f,," ",,,,,,,,0430738329,0430738329,,,,11ef9fa9e7fff510b3540acdfb026a8f,," ",,,,,,,,0430738329,0430738329,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea790adf00acdfb026a8f,,"Renee Thomas",,0414107404,,,,,,11ef9fa9e7940a30afa70acdfb026a8f,11ef9fa9e7fff560b9e30acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940a30afa70acdfb026a8f,," ",,,,,,,,0414107404,0414107404,,,,11ef9fa9e7fff560b9e30acdfb026a8f,," ",,,,,,,,0414107404,0414107404,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea7eabaf00acdfb026a8f,,"Samantha Bell",,0409671789,,,,,,11ef9fa9e7940a8aaa050acdfb026a8f,11ef9fa9e7fff5b0bb8c0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940a8aaa050acdfb026a8f,," ",,,,,,,,0409671789,0409671789,,,,11ef9fa9e7fff5b0bb8c0acdfb026a8f,," ",,,,,,,,0409671789,0409671789,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea84eae5a0acdfb026a8f,,"Vanessa Williams",,0490060867,,,,,,11ef9fa9e7940ae49d750acdfb026a8f,11ef9fa9e7fff60aac550acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940ae49d750acdfb026a8f,," ",,,,,,,,0490060867,0490060867,,,,11ef9fa9e7fff60aac550acdfb026a8f,," ",,,,,,,,0490060867,0490060867,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea8a880950acdfb026a8f,,"Gary Sikorski",,0438777313,,,,,,11ef9fa9e7940b3ea8370acdfb026a8f,11ef9fa9e7fff664bf670acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940b3ea8370acdfb026a8f,," ",,,,,,,,0438777313,0438777313,,,,11ef9fa9e7fff664bf670acdfb026a8f,," ",,,,,,,,0438777313,0438777313,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea902ae1c0acdfb026a8f,,"Cam Healy",,0400543369,,,,,,11ef9fa9e7940ba2a6cb0acdfb026a8f,11ef9fa9e7fff6b497b60acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940ba2a6cb0acdfb026a8f,," ",,,,,,,,0400543369,0400543369,,,,11ef9fa9e7fff6b497b60acdfb026a8f,," ",,,,,,,,0400543369,0400543369,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea95cb70a0acdfb026a8f,,"Jami Lee Robinson",,0413975564,,,,,,11ef9fa9e7940bfcb02e0acdfb026a8f,11ef9fa9e7fff70ea90e0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940bfcb02e0acdfb026a8f,," ",,,,,,,,0413975564,0413975564,,,,11ef9fa9e7fff70ea90e0acdfb026a8f,," ",,,,,,,,0413975564,0413975564,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ea9b68b270acdfb026a8f,,"Kate Henry",,0411861706,,,,,,11ef9fa9e7940c56979b0acdfb026a8f,11ef9fa9e8049fe8b1150acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940c56979b0acdfb026a8f,," ",,,,,,,,0411861706,0411861706,,,,11ef9fa9e8049fe8b1150acdfb026a8f,," ",,,,,,,,0411861706,0411861706,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eaa10b6c10acdfb026a8f,,"Jarrod Bryant",,0401624586,,,,,,11ef9fa9e7940cba86ff0acdfb026a8f,11ef9fa9e804a1aa98960acdfb026a8f,,,TRUE,0,57.98,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940cba86ff0acdfb026a8f,," ",,,,,,,,0401624586,0401624586,,,,11ef9fa9e804a1aa98960acdfb026a8f,," ",,,,,,,,0401624586,0401624586,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eaa60b7c40acdfb026a8f,,"Adele Hook",,0425071210,,,,,,11ef9fa9e7940d1eb2820acdfb026a8f,11ef9fa9e804a2228fbd0acdfb026a8f,,,TRUE,0,596.44,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-10-01T01:53:52.000000Z,11ef9fa9e7940d1eb2820acdfb026a8f,," ",,,,,,,,0425071210,0425071210,,,,11ef9fa9e804a2228fbd0acdfb026a8f,," ",,,,,,,,0425071210,0425071210,,,,"2025-10-01 01:53:51",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eaaba81f80acdfb026a8f,,"Scott Bain",,0423260719,,,,,,11ef9fa9e7940d828f180acdfb026a8f,11ef9fa9e804a2869d550acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940d828f180acdfb026a8f,," ",,,,,,,,0423260719,0423260719,,,,11ef9fa9e804a2869d550acdfb026a8f,," ",,,,,,,,0423260719,0423260719,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eab14b9690acdfb026a8f,,"Kyle Mc Pherson",,0400644308,,,,,,11ef9fa9e7940ddca4c40acdfb026a8f,11ef9fa9e804a2eaa4ee0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940ddca4c40acdfb026a8f,," ",,,,,,,,0400644308,0400644308,,,,11ef9fa9e804a2eaa4ee0acdfb026a8f,," ",,,,,,,,0400644308,0400644308,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eab6e8e840acdfb026a8f,,"Stacey Maloney",,0403976730,,,,,,11ef9fa9e7940e4086920acdfb026a8f,11ef9fa9e804a344b3e90acdfb026a8f,,,TRUE,0,80,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-06-13T07:21:12.000000Z,11ef9fa9e7940e4086920acdfb026a8f,," ",,,,,,,,0403976730,0403976730,,,,11ef9fa9e804a344b3e90acdfb026a8f,," ",,,,,,,,0403976730,0403976730,,,,"2025-06-13 07:21:11",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eabc8bf320acdfb026a8f,,"Lisa Gon",,0421269425,,,,,,11ef9fa9e7940e9ab0510acdfb026a8f,11ef9fa9e804a3a8847d0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940e9ab0510acdfb026a8f,," ",,,,,,,,0421269425,0421269425,,,,11ef9fa9e804a3a8847d0acdfb026a8f,," ",,,,,,,,0421269425,0421269425,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eac22a2bc0acdfb026a8f,,"Kayla Townsing",,0410865167,,,,,,11ef9fa9e7940ef491cb0acdfb026a8f,11ef9fa9e804a402b4af0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940ef491cb0acdfb026a8f,," ",,,,,,,,0410865167,0410865167,,,,11ef9fa9e804a402b4af0acdfb026a8f,," ",,,,,,,,0410865167,0410865167,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eac7c91f40acdfb026a8f,,"Eloise Stinchcombe",,0417154475,,,,,,11ef9fa9e7940f4ea1190acdfb026a8f,11ef9fa9e804a45c895d0acdfb026a8f,,,TRUE,0,132,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-29T04:58:46.000000Z,11ef9fa9e7940f4ea1190acdfb026a8f,," ",,,,,,,,0417154475,0417154475,,,,11ef9fa9e804a45c895d0acdfb026a8f,," ",,,,,,,,0417154475,0417154475,,,,"2024-11-29 04:58:45",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eacd68c8e0acdfb026a8f,,"Tracey Haugh",,0424186003,,,,,,11ef9fa9e7940fa8a6930acdfb026a8f,11ef9fa9e804a4b6a1dc0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7940fa8a6930acdfb026a8f,," ",,,,,,,,0424186003,0424186003,,,,11ef9fa9e804a4b6a1dc0acdfb026a8f,," ",,,,,,,,0424186003,0424186003,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ead3a9ef30acdfb026a8f,,"Robert Cameron",,0408944530,,,,,,11ef9fa9e7941002b1d00acdfb026a8f,11ef9fa9e804a5108c610acdfb026a8f,,,TRUE,0,141,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7941002b1d00acdfb026a8f,," ",,,,,,,,0408944530,0408944530,,,,11ef9fa9e804a5108c610acdfb026a8f,," ",,,,,,,,0408944530,0408944530,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70ead94b0370acdfb026a8f,,"Scott  Morrison",,0417035324,,,,,,11ef9fa9e794105ca2160acdfb026a8f,11ef9fa9e804a56a86480acdfb026a8f,,,TRUE,0,16.5,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-16T08:37:39.000000Z,11ef9fa9e794105ca2160acdfb026a8f,," ",,,,,,,,0417035324,0417035324,,,,11ef9fa9e804a56a86480acdfb026a8f,," ",,,,,,,,0417035324,0417035324,,,,"2024-12-20 08:33:36",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eadee8f470acdfb026a8f,,"Zedrik Neale",,0400878893,,,,,,11ef9fa9e79410b6ac060acdfb026a8f,11ef9fa9e804a5c4b18a0acdfb026a8f,,,TRUE,0,30,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-06-26T06:07:30.000000Z,11ef9fa9e79410b6ac060acdfb026a8f,," ",,,,,,,,0400878893,0400878893,,,,11ef9fa9e804a5c4b18a0acdfb026a8f,," ",,,,,,,,0400878893,0400878893,,,,"2025-06-26 06:07:30",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eae48b7830acdfb026a8f,,"Adam Gate",,0488039170,,,,,,11ef9fa9e7941110b6160acdfb026a8f,11ef9fa9e804a61e9dcc0acdfb026a8f,,,TRUE,0,94,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-05-13T06:30:28.000000Z,11ef9fa9e7941110b6160acdfb026a8f,," ",,,,,,,,0488039170,0488039170,,,,11ef9fa9e804a61e9dcc0acdfb026a8f,," ",,,,,,,,0488039170,0488039170,,,,"2025-05-13 06:30:28",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eaea283ad0acdfb026a8f,,"Mike Clark",,0424796565,,,,,,11ef9fa9e794116a9c6a0acdfb026a8f,11ef9fa9e804a678a7310acdfb026a8f,,,TRUE,0,39.98,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e794116a9c6a0acdfb026a8f,," ",,,,,,,,0424796565,0424796565,,,,11ef9fa9e804a678a7310acdfb026a8f,," ",,,,,,,,0424796565,0424796565,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eaf068e6b0acdfb026a8f,,"David Hall",,0449141350,,,,,,11ef9fa9e79411c4b5d10acdfb026a8f,11ef9fa9e804a72c8b540acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79411c4b5d10acdfb026a8f,," ",,,,,,,,0449141350,0449141350,,,,11ef9fa9e804a72c8b540acdfb026a8f,," ",,,,,,,,0449141350,0449141350,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eaf60a3510acdfb026a8f,,"Lee Thomason",,0425665511,,,,,,11ef9fa9e794121e9c360acdfb026a8f,11ef9fa9e804a786a7120acdfb026a8f,,,TRUE,0,29.5,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e794121e9c360acdfb026a8f,," ",,,,,,,,0425665511,0425665511,,,,11ef9fa9e804a786a7120acdfb026a8f,," ",,,,,,,,0425665511,0425665511,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eafba8c050acdfb026a8f,,"Cora Creece",,0409966097,,,,,,11ef9fa9e7941282b1b10acdfb026a8f,11ef9fa9e804a7e09f430acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7941282b1b10acdfb026a8f,," ",,,,,,,,0409966097,0409966097,,,,11ef9fa9e804a7e09f430acdfb026a8f,," ",,,,,,,,0409966097,0409966097,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb00ab6930acdfb026a8f,,"Alison King",,0448094432,,,,,,11ef9fa9e79412dc9a3d0acdfb026a8f,11ef9fa9e804a83a908c0acdfb026a8f,,,TRUE,0,119,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79412dc9a3d0acdfb026a8f,," ",,,,,,,,0448094432,0448094432,,,,11ef9fa9e804a83a908c0acdfb026a8f,," ",,,,,,,,0448094432,0448094432,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb06497c20acdfb026a8f,,"Ian  Dixon",,0431808010,,,,,,11ef9fa9e7941336b5c20acdfb026a8f,11ef9fa9e804a894bdfe0acdfb026a8f,,,TRUE,0,109.98,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-12-06T05:06:31.000000Z,11ef9fa9e7941336b5c20acdfb026a8f,," ",,,,,,,,0431808010,0431808010,,,,11ef9fa9e804a894bdfe0acdfb026a8f,," ",,,,,,,,0431808010,0431808010,,,,"2024-12-06 05:06:31",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb0be801e0acdfb026a8f,,"Yvonne Mullen",,0421674389,,,,,,11ef9fa9e7941390ae9e0acdfb026a8f,11ef9fa9e804a8eeb7400acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7941390ae9e0acdfb026a8f,," ",,,,,,,,0421674389,0421674389,,,,11ef9fa9e804a8eeb7400acdfb026a8f,," ",,,,,,,,0421674389,0421674389,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb118b1450acdfb026a8f,,"Rory Longney",,0457226482,,,,,,11ef9fa9e79413ea95710acdfb026a8f,11ef9fa9e804a948819e0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79413ea95710acdfb026a8f,," ",,,,,,,,0457226482,0457226482,,,,11ef9fa9e804a948819e0acdfb026a8f,," ",,,,,,,,0457226482,0457226482,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb17c858e0acdfb026a8f,,"Kobey Sheedy Sullivan",,0492968101,,,,,,11ef9fa9e7941444a6170acdfb026a8f,11ef9fa9e804a9a2b6cc0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7941444a6170acdfb026a8f,," ",,,,,,,,0492968101,0492968101,,,,11ef9fa9e804a9a2b6cc0acdfb026a8f,," ",,,,,,,,0492968101,0492968101,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb1cc90ff0acdfb026a8f,,"Dylan Roberts",,0407704553,,,,,,11ef9fa9e79414a8b56c0acdfb026a8f,11ef9fa9e804a9fcb1c00acdfb026a8f,,,TRUE,0,52.98,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-07-31T06:42:38.000000Z,11ef9fa9e79414a8b56c0acdfb026a8f,," ",,,,,,,,0407704553,0407704553,,,,11ef9fa9e804a9fcb1c00acdfb026a8f,," ",,,,,,,,0407704553,0407704553,,,,"2025-07-31 06:42:38",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb2269afa0acdfb026a8f,,"Brayden Fridey",,0412583405,,,,,,11ef9fa9e7941502a4b40acdfb026a8f,11ef9fa9e804aa568f440acdfb026a8f,,,TRUE,0,375,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-09-30T03:03:20.000000Z,11ef9fa9e7941502a4b40acdfb026a8f,," ",,,,,,,,0412583405,0412583405,,,,11ef9fa9e804aa568f440acdfb026a8f,," ",,,,,,,,0412583405,0412583405,,,,"2025-09-30 03:03:20",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb2808a750acdfb026a8f,,"Nick Gaylard",,0476613713,,,,,,11ef9fa9e794155c88ed0acdfb026a8f,11ef9fa9e804aab09ca40acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e794155c88ed0acdfb026a8f,," ",,,,,,,,0476613713,0476613713,,,,11ef9fa9e804aab09ca40acdfb026a8f,," ",,,,,,,,0476613713,0476613713,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb2daa3110acdfb026a8f,,"Caitlin Maxwell",,0402517947,,,,,,11ef9fa9e79415b6a9cb0acdfb026a8f,11ef9fa9e804ab149b6c0acdfb026a8f,,,TRUE,0,0,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e79415b6a9cb0acdfb026a8f,," ",,,,,,,,0402517947,0402517947,,,,11ef9fa9e804ab149b6c0acdfb026a8f,," ",,,,,,,,0402517947,0402517947,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb334a9750acdfb026a8f,,"Gemma Blyth",,0490282671,,,,,,11ef9fa9e794161086fb0acdfb026a8f,11ef9fa9e804ab6ea1ae0acdfb026a8f,,,TRUE,0,54.99,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2025-01-03T10:03:18.000000Z,11ef9fa9e794161086fb0acdfb026a8f,," ",,,,,,,,0490282671,0490282671,,,,11ef9fa9e804ab6ea1ae0acdfb026a8f,," ",,,,,,,,0490282671,0490282671,,,,"2025-01-03 10:03:18",11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
11ef9fa9f70eb38eaa640acdfb026a8f,,"Melanie Corr",,0433184693,,,,,,11ef9fa9e7941674ab7c0acdfb026a8f,11ef9fa9e804abc88a370acdfb026a8f,,,TRUE,0,60.98,FALSE,0,,0,FALSE,,2024-11-10T21:23:01.000000Z,2024-11-12T20:38:58.000000Z,11ef9fa9e7941674ab7c0acdfb026a8f,," ",,,,,,,,0433184693,0433184693,,,,11ef9fa9e804abc88a370acdfb026a8f,," ",,,,,,,,0433184693,0433184693,,,,,11ef9fa9f6ee6cbe91270acdfb026a8f,Retail,,
