CATEGORY,SUBCATEGORY,revenue,units,profit,margin_pct
Phones,Nortel Networks T7316 E Nt8 B27,1876.52,29,397.74,21.20
Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1857.26,20,414.93,22.34
Chairs,Office Star - Contemporary Task Swivel Chair,1842.26,20,155.37,8.43
Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1834.82,46,436.43,23.79
Chairs,"Padded Folding Chairs, Black, 4/Carton",1830.14,30,80.98,4.42
Phones,LG G3,1803.11,10,411.58,22.83
Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,1799.82,21,497.95,27.67
Paper,Xerox 189,1782.45,19,746.53,41.88
Appliances,Belkin 5 Outlet SurgeMaster Power Centers,1776.05,40,207.02,11.66
Chairs,Office Star Flex Back Scooter Chair with White Frame,1775.67,21,-228.60,-12.87
Chairs,Bevis Steel Folding Chairs,1775.07,24,117.07,6.60
Phones,GE 2-Jack Phone Line Splitter,1771.52,11,94.76,5.35
Chairs,Global Deluxe Steno Chair,1770.53,29,-216.29,-12.22
Storage,Tennsco Regal Shelving Units,1764.53,18,-6.08,-0.34
Appliances,Honeywell Quietcare HEPA Air Cleaner,1761.76,23,549.76,31.21
Chairs,"Global Geo Office Task Chair, Gray",1757.26,25,-166.02,-9.45
Chairs,Global Low Back Tilter Chair,1746.95,21,-246.38,-14.10
Paper,Xerox 1941,1740.51,19,704.59,40.48
Phones,AT&T TR1909W,1738.67,15,340.18,19.57
Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.07,17,129.54,7.50
Accessories,First Data FD10 PIN Pad,1722.20,24,15.80,0.92
Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1706.51,5,222.59,13.04
Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.26,15,-728.44,-42.69
Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,1703.72,33,357.55,20.99
Paper,Xerox 1945,1696.98,45,756.29,44.57
Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,1690.83,20,360.97,21.35
Chairs,"Global Leather & Oak Executive Chair, Burgundy",1689.97,13,-114.67,-6.79
Chairs,Hon Comfortask Task/Swivel Chairs,1686.90,18,-36.47,-2.16
Envelopes,Staple envelope,1686.79,170,751.60,44.56
Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,18,244.38,14.50
Phones,ClearOne Communications CHAT 70 OC Speaker Phone,1685.30,12,273.47,16.23
Phones,Polycom CX300 Desktop Phone USB VoIP phone,1679.88,15,60.00,3.57
Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.40,20,146.51,8.75
Phones,Panasonic KX TS3282W Corded phone,1665.80,25,178.47,10.71
Bookcases,OSullivan Manor Hill 2-Door Library in Brianna Oak,1646.92,12,-285.95,-17.36
Accessories,Enermax Aurora Lite Keyboard,1641.15,21,722.12,44.00
Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",1635.79,22,-110.14,-6.73
Phones,Motorola Moto X,1631.95,6,142.80,8.75
Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.25,26,-343.10,-21.14
Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1619.82,5,-22.50,-1.39
Accessories,Plantronics Audio 478 Stereo USB Headset,1619.68,34,514.90,31.79
Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",1617.95,44,448.17,27.70
Accessories,Logitech G600 MMO Gaming Mouse,1615.80,21,540.73,33.47
Phones,AT&T 841000 Phone,1614.60,28,165.60,10.26
Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",1589.41,31,253.85,15.97
Phones,AT&T 1080 Phone,1589.08,13,271.24,17.07
Phones,Mophie Juice Pack Helium for iPhone,1583.81,24,201.57,12.73
Furnishings,Deflect-o Glass Clear Studded Chair Mats,1579.37,26,318.37,20.16
Accessories,Microsoft Sculpt Comfort Mouse,1574.03,42,634.40,40.30
Binders,GBC ProClick Punch Binding System,1573.91,31,562.38,35.73
Bookcases,"Hon Metal Bookcases, Black",1570.08,30,-26.97,-1.72
Paper,Xerox 1919,1565.81,40,729.64,46.60
Envelopes,Cameo Buff Policy Envelopes,1555.75,28,632.25,40.64
Furnishings,Luxo Adjustable Task Clamp Lamp,1545.82,18,362.47,23.45
Phones,Avaya 5420 Digital phone,1538.89,12,323.98,21.05
Appliances,Eureka Sanitaire  Commercial Upright,1524.53,12,53.03,3.48
Chairs,Harbour Creations 67200 Series Stacking Chairs,1501.90,24,254.84,16.97
Phones,LG G2,1499.97,5,-374.99,-25.00
Accessories,Microsoft Natural Keyboard Elite,1497.00,29,20.96,1.40
Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,1489.33,29,255.32,17.14
Bookcases,Hon 4-Shelf Metal Bookcases,1474.31,22,-191.86,-13.01
Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",1473.30,18,73.73,5.00
Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,1473.11,8,311.22,21.13
Furnishings,"Tenex ""The Solids"" Textured Chair Mats",1469.16,26,-40.57,-2.76
Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",1468.68,13,178.16,12.13
Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",1465.75,12,287.90,19.64
Chairs,"Global Leather Task Chair, Black",1448.85,19,63.89,4.41
Storage,"SAFCO Commercial Wire Shelving, 72h",1445.26,24,-24.50,-1.70
Phones,Nokia Lumia 1020,1439.97,4,144.00,10.00
Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1438.13,44,235.12,16.35
Chairs,"Leather Task Chair, Black",1437.48,19,54.59,3.80
Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",1436.24,12,-143.62,-10.00
Paper,Xerox 1893,1434.65,39,619.37,43.17
Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.94,14,46.33,3.24
Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",1427.69,10,-8.55,-0.60
Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1426.88,32,-20.29,-1.42
Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,1426.31,50,-12.80,-0.90
Chairs,Global Deluxe Office Fabric Chairs,1420.50,17,229.39,16.15
Accessories,Logitech Wireless Marathon Mouse M705,1409.71,30,554.88,39.36
Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,1409.52,52,536.24,38.04
Storage,"Belkin 19"" Vented Equipment Shelf, Black",1400.26,31,-179.66,-12.83
Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1399.80,21,429.73,30.70
Chairs,"Global Armless Task Chair, Royal Blue",1396.44,28,-20.73,-1.48
Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,1396.21,6,139.62,10.00
Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,362.69,26.00
Machines,Cisco CP-7937G Unified IP Conference Station Phone,1391.40,4,-55.66,-4.00
Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,1386.69,12,228.40,16.47
Phones,Samsung Rugby III,1385.80,24,229.65,16.57
Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1383.09,26,381.21,27.56
Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,648.56,47.00
Bookcases,Sauder Camden County Collection Library,1368.26,16,-103.49,-7.56
Storage,Safco Industrial Wire Shelving,1363.06,16,-126.70,-9.30
Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,1360.48,18,559.30,41.11
Envelopes,Airmail Envelopes,1359.67,19,514.48,37.84
Machines,DYMO CardScan Personal V9 Business Card Scanner,1343.91,11,463.97,34.52
Chairs,Novimex Turbo Task Chair,1341.51,22,-32.66,-2.43
Phones,Apple iPhone 5C,1339.87,15,229.98,17.16
Phones,AT&T 17929 Lendline Telephone,1339.11,35,167.37,12.50
Furnishings,Luxo Professional Combination Clamp-On Lamps,1329.90,13,345.78,26.00
Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1322.17,24,172.24,13.03
Paper,Xerox 1891,1320.57,30,542.92,41.11
Bookcases,"Hon Metal Bookcases, Putty",1320.23,19,362.72,27.47
Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,1320.17,12,417.02,31.59
Chairs,Office Star - Ergonomically Designed Knee Chair,1311.88,19,-42.11,-3.21
Phones,Nokia Lumia 925,1310.30,11,284.74,21.73
Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.13,20,-111.32,-8.54
Tables,"Hon 30"" x 60"" Table with Locking Drawer",1296.03,6,-177.35,-13.68
Binders,GBC Recycled Regency Composition Covers,1291.25,26,451.94,35.00
Storage,Fellowes Recycled Storage Drawers,1287.95,12,48.85,3.79
Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,1286.85,4,360.31,28.00
Phones,Panasonic KX TS208W Corded phone,1283.54,32,154.81,12.06
Storage,Tennsco Industrial Shelving,1281.45,29,-108.60,-8.47
Paper,White Computer Printout Paper by Universal,1279.08,37,547.67,42.82
Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,1268.92,13,106.09,8.36
Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",1268.69,7,73.19,5.77
Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,1266.72,14,570.02,45.00
Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1264.58,21,222.88,17.62
Bookcases,Bush Somerset Collection Bookcase,1263.95,12,-56.33,-4.46
Phones,Panasonic KX T7736-B Digital phone,1259.58,10,134.94,10.71
Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,1247.84,17,377.56,30.26
Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1243.78,27,74.99,6.03
Chairs,Hon Valutask Swivel Chairs,1242.06,13,139.35,11.22
Storage,"SAFCO Mobile Desk Side File, Wire Frame",1240.04,31,259.14,20.90
Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1233.41,43,524.52,42.53
Accessories,Maxell 4.7GB DVD-R,1231.69,49,411.23,33.39
Tables,Hon 4060 Series Tables,1231.56,13,96.29,7.82
Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.83,21,127.47,10.36
Accessories,Case Logic 2.4GHz Wireless Keyboard,1229.76,27,-11.99,-0.97
Paper,Xerox 1917,1222.75,25,574.69,47.00
Phones,Plantronics Voyager Pro HD - Bluetooth Headset,1221.82,25,376.94,30.85
Binders,Satellite Sectional Post Binders,1219.83,38,329.03,26.97
Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",1217.10,47,215.55,17.71
Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1212.70,10,-1057.23,-87.18
Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,1207.19,20,80.48,6.67
Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.93,18,-256.56,-21.36
Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",1193.81,30,278.85,23.36
Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,1187.56,24,-30.22,-2.54
Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",1184.23,24,448.77,37.90
Accessories,SanDisk Cruzer 64 GB USB Flash Drive,1184.03,34,319.61,26.99
Binders,GBC Therma-A-Bind 250T Electric Binding System,1180.70,12,413.24,35.00
Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,25,310.88,26.65
Phones,GE 30522EE2,1159.90,10,336.37,29.00
Accessories,Logitech K350 2.4Ghz Wireless Keyboard,1154.67,25,47.27,4.09
Phones,LG Exalt,1154.32,12,-212.15,-18.38
Accessories,Logitech Illuminated - Keyboard,1139.81,20,515.93,45.26
Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,1135.02,22,75.24,6.63
Storage,"File Shuttle II and Handi-File, Black",1125.14,34,260.94,23.19
Phones,HTC One,1119.90,14,126.00,11.25
Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,1119.83,19,162.38,14.50
Bookcases,OSullivan 3-Shelf Heavy-Duty Bookcases,1119.20,22,147.09,13.14
Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1117.43,39,322.95,28.90
Storage,Advantus Rolling Drawer Organizers,1115.92,31,233.18,20.90
Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.63,33,-125.18,-11.22
Furnishings,Dana Halogen Swing-Arm Architect Lamp,1114.39,28,288.42,25.88
Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,8,111.30,10.00
Phones,netTALK DUO VoIP Telephone Service,1112.79,26,430.41,38.68
Accessories,Hypercom P1300 Pinpad,1108.80,21,275.31,24.83
Paper,Xerox 1988,1102.89,41,404.30,36.66
Binders,Ibico Plastic Spiral Binding Combs,1100.48,47,328.92,29.89
Binders,Ibico Laser Imprintable Binding System Covers,1100.40,34,138.34,12.57
Paper,Xerox 1906,1098.64,32,497.58,45.29
Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.51,21,492.66,44.85
Paper,Xerox 1934,1097.21,20,526.21,47.96
Binders,Catalog Binders with Expanding Posts,1089.93,36,-242.21,-22.22
Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,16,-104.82,-9.63
Chairs,Global Deluxe High-Back Office Chair in Storm,1087.92,10,-149.60,-13.75
Accessories,Maxell LTO Ultrium - 800 GB,1086.01,41,156.45,14.41
Phones,RCA Visys Integrated PBX 8-Line Router,1085.24,19,130.63,12.04
Binders,GBC Prestige Therm-A-Bind Covers,1073.91,39,364.72,33.96
Appliances,Belkin 8 Outlet Surge Protector,1073.67,30,188.52,17.56
Storage,Carina Media Storage Towers in Natural & Black,1073.25,20,-121.96,-11.36
Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.12,27,206.26,19.22
Storage,Recycled Steel Personal File for Standard File Folders,1072.63,20,254.33,23.71
Bookcases,OSullivan Cherrywood Estates Traditional Barrister Bookcase,1072.34,9,-78.36,-7.31
Phones,AT&T 1070 Corded Phone,1070.30,12,133.78,12.50
Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1064.62,10,24.19,2.27
Storage,Recycled Steel Personal File for Hanging File Folders,1053.03,21,151.66,14.40
Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",1051.78,18,277.28,26.36
Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",1047.73,27,340.52,32.50
Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",1042.08,13,291.78,28.00
Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,1041.82,24,153.32,14.72
Binders,GBC Twin Loop Wire Binding Elements,1041.67,47,259.59,24.92
Tables,Balt Split Level Computer Training Table,1040.63,12,-357.97,-34.40
Accessories,Logitech G13 Programmable Gameboard with LCD Display,1039.87,14,43.19,4.15
Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.80,4,269.31,26.00
Machines,Okidata B400 Printer,1029.60,3,115.83,11.25
Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,1023.35,6,-9.31,-0.91
Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",1016.79,28,453.76,44.63
Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1014.18,10,-418.55,-41.27
Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,3,43.20,4.29
Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,1007.40,17,33.81,3.36
Tables,Bevis Rectangular Conference Tables,1007.26,13,-586.85,-58.26
Paper,Xerox 1916,1004.64,52,415.27,41.34
Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",1002.93,19,-267.45,-26.67
Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1002.36,23,124.60,12.43
Phones,Nortel Business Series Terminal T7208 Digital phone,1000.73,9,100.08,10.00
Storage,Home/Office Personal File Carts,980.23,30,198.13,20.21
Paper,Xerox 1909,970.78,40,400.97,41.30
Chairs,Global Italian Leather Office Chair,969.25,8,204.33,21.08
Chairs,Hon Every-Day Chair Series Swivel Task Chairs,967.85,10,12.10,1.25
Paper,Xerox 1885,960.80,20,461.20,48.00
Paper,Xerox 1914,956.30,19,423.74,44.31
Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",953.81,20,-63.59,-6.67
Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,952.16,26,55.39,5.82
Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",949.02,17,247.58,26.09
Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,948.23,19,241.13,25.43
Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",939.09,16,421.97,44.93
Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,937.85,22,130.48,13.91
Storage,Steel Personal Filing/Posting Tote,937.46,29,185.72,19.81
Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",935.20,10,-125.74,-13.45
Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",929.48,21,169.28,18.21
Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,927.78,25,37.97,4.09
Chairs,Novimex High-Tech Fabric Mesh Task Chair,922.74,16,-133.44,-14.46
Tables,Riverside Furniture Stanwyck Manor Table Series,917.92,5,-415.93,-45.31
Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,917.90,11,393.26,42.84
Phones,Cisco SPA508G,910.66,15,207.87,22.83
Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,908.70,27,219.83,24.19
Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,904.55,18,133.31,14.74
Chairs,"Global Stack Chair without Arms, Black",901.51,44,44.17,4.90
Binders,Vinyl Sectional Post Binders,901.03,40,147.03,16.32
Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,899.75,27,132.09,14.68
Storage,Eldon Portable Mobile Manager,899.31,34,197.40,21.95
Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,888.97,24,196.03,22.05
Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,884.00,44,38.02,4.30
Phones,Cisco Small Business SPA 502G VoIP phone,882.10,11,58.47,6.63
Chairs,"Safco Chair Connectors, 6/Carton",881.19,26,170.85,19.39
Paper,Xerox 1883,881.10,37,354.01,40.18
Paper,Xerox 1960,879.83,32,334.58,38.03
Art,"Boston School Pro Electric Pencil Sharpener, 1670",873.64,32,149.94,17.16
Storage,"Eldon Base for stackable storage shelf, platinum",872.26,25,-52.58,-6.03
Appliances,Fellowes Superior 10 Outlet Split Surge Protector,867.76,30,57.08,6.58
Furnishings,Executive Impressions Supervisor Wall Clock,867.26,21,266.08,30.68
Paper,Xerox 1913,865.49,17,375.04,43.33
Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,858.88,26,201.08,23.41
Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",858.86,17,-9.95,-1.16
Paper,Green Bar Computer Printout Paper,857.38,17,380.87,44.42
Bookcases,"Hon Metal Bookcases, Gray",851.76,12,229.97,27.00
Storage,"Belkin 19"" Center-Weighted Shelf, Gray",849.31,16,-47.19,-5.56
Phones,Panasonic Kx-TS550,846.22,23,95.20,11.25
Phones,Plantronics 81402,844.67,15,112.18,13.28
Binders,GBC VeloBinder Manual Binding System,842.16,30,280.71,33.33
Furnishings,DAX Wood Document Frame,839.66,57,176.34,21.00
Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",834.60,42,-82.15,-9.84
Phones,Motorola HK250 Universal Bluetooth Headset,832.24,41,-91.49,-10.99
Tables,Balt Solid Wood Rectangular Table,828.10,11,-216.25,-26.11
Storage,Safco Industrial Shelving,827.12,13,-104.12,-12.59
Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.17,9,-117.88,-14.29
Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,823.25,16,-17.03,-2.07
Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",822.74,28,311.78,37.90
Chairs,Global Chrome Stack Chair,815.86,32,15.09,1.85
Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,812.16,9,235.53,29.00
Phones,Grandstream GXP1160 VoIP phone,803.69,24,157.70,19.62
Chairs,"Global Stack Chair with Arms, Black",803.47,31,125.01,15.56
Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",802.07,14,106.47,13.27
Accessories,Logitech MX Performance Wireless Mouse,789.82,23,211.82,26.82
Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,786.90,14,147.94,18.80
Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",783.61,22,299.85,38.27
Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,780.45,67,49.51,6.34
Phones,JBL Micro Wireless Portable Bluetooth Speaker,779.87,17,14.99,1.92
Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,778.74,50,42.56,5.47
Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.61,20,135.93,17.53
Accessories,Logitech Trackman Marble Mouse,773.74,28,286.71,37.06
Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,770.11,16,162.59,21.11
Paper,Xerox 191,767.23,39,354.23,46.17
Chairs,"Global Deluxe Stacking Chair, Gray",764.69,19,76.97,10.07
Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",763.67,15,-222.73,-29.17
Accessories,Logitech G105 Gaming Keyboard,759.94,14,78.37,10.31
Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,759.12,20,166.85,21.98
Paper,Xerox 1951,755.91,30,244.75,32.38
Fasteners,Staples,755.47,215,292.23,38.68
Bookcases,Sauder Barrister Bookcases,754.73,16,-294.77,-39.06
Binders,Premium Transparent Presentation Covers by GBC,753.19,43,284.06,37.71
Phones,Clarity 53712,752.28,14,68.64,9.12
Bookcases,Bush Mission Pointe Library,748.86,6,24.15,3.22
Phones,Innergie mMini Combo Duo USB Travel Charging Kit,746.83,19,302.33,40.48
Phones,Plantronics Encore H101 Dual Earpieces Headset,746.17,18,163.63,21.93
Paper,Xerox 1943,743.43,16,328.67,44.21
Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",739.81,25,64.74,8.75
Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.75,15,89.97,12.20
Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",729.23,4,48.62,6.67
Phones,RCA ViSYS 25825 Wireless digital phone,727.95,7,91.00,12.50
Bookcases,OSullivan 2-Shelf Heavy-Duty Bookcases,723.85,21,-133.11,-18.39
Machines,Lexmark MarkNet N8150 Wireless Print Server,723.51,6,-506.46,-70.00
Paper,Xerox 1964,721.74,33,314.73,43.61
Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,718.65,45,280.27,39.00
Phones,Avaya 4621SW VoIP phone,709.92,12,79.88,11.25
Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.50,30,205.75,29.00
Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,708.00,12,120.36,17.00
Chairs,SAFCO Folding Chair Trolley,705.32,6,151.33,21.46
Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,705.20,22,111.54,15.82
Binders,Lock-Up Easel Spel-Binder,704.69,44,39.37,5.59
Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,6,-938.28,-133.33
Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,14,123.96,17.65
Phones,iHome FM Clock Radio with Lightning Dock,699.90,13,17.50,2.50
Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",698.04,29,90.75,13.00
Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",694.20,7,-158.49,-22.83
Appliances,Euro-Pro Shark Turbo Vacuum,693.95,24,143.73,20.71
Phones,OtterBox Defender Series Case - Samsung Galaxy S4,689.78,27,122.97,17.83
Phones,Samsung Convoy 3,688.14,9,-31.08,-4.52
Chairs,"Metal Folding Chairs, Beige, 4/Carton",685.59,23,115.73,16.88
Paper,Tops White Computer Printout Paper,684.74,14,321.83,47.00
Storage,Safco Steel Mobile File Cart,683.55,9,120.87,17.68
Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",681.45,17,256.18,37.59
Furnishings,Flat Face Poster Frame,678.25,51,120.97,17.84
Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3,290.30,43.00
Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,17,72.07,10.69
Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,671.80,20,153.96,22.92
Binders,Tuf-Vin Binders,669.50,26,234.33,35.00
Binders,Binding Machine Supplies,667.99,32,182.60,27.34
Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,665.68,25,43.71,6.57
Appliances,Fellowes Command Center 5-outlet power strip,664.83,15,-78.02,-11.74
Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",661.94,33,-9.25,-1.40
Binders,Surelock Post Binders,653.99,29,210.87,32.24
Tables,Hon 61000 Series Interactive Training Tables,653.11,22,-148.40,-22.72
Storage,Acco Perma 3000 Stacking Storage Drawers,652.62,43,39.84,6.10
Paper,Xerox 1886,651.44,14,302.73,46.47
Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",649.38,14,-97.40,-15.00
Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,168.44,26.00
Labels,Avery 485,639.03,51,300.33,47.00
Tables,Safco Drafting Table,638.82,12,34.06,5.33
Furnishings,"Computer Room Manger, 14""",636.61,22,179.28,28.16
Envelopes,"Strathmore #10 Envelopes, Ultimate White",632.52,12,309.93,49.00
Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",626.53,25,212.28,33.88
Phones,Avaya 5410 Digital phone,625.50,13,-10.88,-1.74
Paper,Xerox 1880,623.74,18,285.65,45.80
Accessories,Maxell 4.7GB DVD-RW 3/Pack,619.42,27,9.16,1.48
Art,"BOSTON Ranger #55 Pencil Sharpener, Black",618.56,27,120.34,19.45
Phones,Plantronics MX500i Earset,618.48,15,-6.42,-1.04
Paper,Xerox 1882,615.78,12,273.18,44.36
Paper,Xerox 1940,615.55,12,279.19,45.36
Storage,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,614.05,35,127.44,20.75
Storage,"Companion Letter/Legal File, Black",611.72,17,149.53,24.44
Binders,"Performers Binder/Pad Holder, Black",611.05,36,106.51,17.43
Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,17,274.94,45.00
Phones,Motorola L804,607.06,19,-13.33,-2.20
